"StationID","Date","pH","PrecipAmt","PrecipType"
"Mt. Mansfield","2011-04-21","5.53","0.27","Mixed"
"Mt. Mansfield","2011-04-23","5.57","0.42","Snow"
"Mt. Mansfield","2011-04-26","5.18","0.67","Rain"
"Mt. Mansfield","2011-04-27","4.84","1.36","Rain"
"Mt. Mansfield","2011-04-28","5.14","1.00","Rain"
"Mt. Mansfield","2011-04-30","5.05","0.20","Mixed"
"Mt. Mansfield","2011-05-03","4.40","0.40","Rain"
"Mt. Mansfield","2011-05-04","4.63","1.36","Mixed"
"Mt. Mansfield","2011-05-05","5.20","1.01","Mixed"
"Mt. Mansfield","2011-05-06","5.34","0.25","Snow"
"Mt. Mansfield","2011-05-15","4.88","1.70","Rain"
"Mt. Mansfield","2011-05-16","4.99","1.14","Rain"
"Mt. Mansfield","2011-05-17","5.24","0.48","Rain"
"Mt. Mansfield","2011-05-19","5.31","0.12","Rain"
"Mt. Mansfield","2011-05-21","5.01","0.97","Rain"
"Mt. Mansfield","2011-05-24","4.70","0.30","Rain"
"Mt. Mansfield","2011-05-27","4.77","1.39","Rain"
"Mt. Mansfield","2011-05-28","4.81","1.07","Rain"
"Mt. Mansfield","2011-05-29","4.72","0.63","Rain"
"Mt. Mansfield","2011-05-30","4.47","0.47","Rain"
"Mt. Mansfield","2011-06-01","4.79","0.25","Rain"
"Mt. Mansfield","2011-06-02","5.86","0.20","Rain"
"Mt. Mansfield","2011-06-04","4.90","0.15","Rain"
"Mt. Mansfield","2011-06-09","5.13","0.27","Rain"
"Mt. Mansfield","2011-06-10","5.14","0.16","Rain"
"Mt. Mansfield","2011-06-11","5.17","0.42","Rain"
"Mt. Mansfield","2011-06-12","4.67","1.01","Rain"
"Mt. Mansfield","2011-06-18","4.74","0.85","Rain"
"Mt. Mansfield","2011-06-23","5.21","1.05","Rain"
"Mt. Mansfield","2011-06-24","4.72","0.99","Rain"
"Mt. Mansfield","2011-06-25","4.69","0.11","Rain"
"Mt. Mansfield","2011-06-26","4.88","1.81","Rain"
"Mt. Mansfield","2011-06-27","4.98","0.24","Rain"
"Mt. Mansfield","2011-06-29","5.18","0.16","Rain"
"Mt. Mansfield","2011-06-30","5.17","1.14","Rain"
"Mt. Mansfield","2011-07-01","5.55","0.34","Rain"
"Mt. Mansfield","2011-07-03","4.78","0.21","Rain"
"Mt. Mansfield","2011-07-04","4.84","0.52","Rain"
"Mt. Mansfield","2011-07-06","4.54","0.91","Rain"
"Mt. Mansfield","2011-07-07","4.88","0.92","Rain"
"Mt. Mansfield","2011-07-12","4.34","0.82","Rain"
"Mt. Mansfield","2011-07-14","4.75","0.35","Rain"
"Mt. Mansfield","2011-07-18","5.59","0.22","Rain"
"Mt. Mansfield","2011-07-24","5.19","0.47","Rain"
"Mt. Mansfield","2011-07-26","4.81","0.23","Rain"
"Mt. Mansfield","2011-07-27","5.67","0.34","Rain"
"Mt. Mansfield","2011-07-29","4.67","0.55","Rain"
"Mt. Mansfield","2011-08-02","4.76","0.15","Rain"
"Mt. Mansfield","2011-08-07","4.93","0.14","Rain"
"Mt. Mansfield","2011-08-10","4.89","0.88","Rain"
"Mt. Mansfield","2011-08-12","4.91","0.36","Rain"
"Mt. Mansfield","2011-08-15","5.19","0.87","Rain"
"Mt. Mansfield","2011-08-16","5.36","1.08","Rain"
"Mt. Mansfield","2011-08-21","4.58","0.42","Rain"
"Mt. Mansfield","2011-08-22","4.66","0.26","Rain"
"Mt. Mansfield","2011-08-23","5.34","0.26","Rain"
"Mt. Mansfield","2011-08-25","4.65","0.12","Rain"
"Mt. Mansfield","2011-08-28","5.24","3.62","Rain"
"Mt. Mansfield","2011-08-29","5.44","3.22","Rain"
"Mt. Mansfield","2011-09-04","4.74","0.11","Rain"
"Mt. Mansfield","2011-09-05","5.05","1.02","Rain"
"Mt. Mansfield","2011-09-06","5.37","1.01","Rain"
"Mt. Mansfield","2011-09-07","4.90","0.39","Rain"
"Mt. Mansfield","2011-09-08","6.22","0.22","Rain"
"Mt. Mansfield","2011-09-14","5.35","0.30","Rain"
"Mt. Mansfield","2011-09-15","4.92","0.90","Rain"
"Mt. Mansfield","2011-09-20","5.26","0.41","Rain"
"Mt. Mansfield","2011-09-23","5.23","0.36","Rain"
"Mt. Mansfield","2011-09-29","5.88","0.35","Rain"
"Mt. Mansfield","2011-09-30","5.34","1.24","Rain"
"Mt. Mansfield","2011-10-01","4.78","0.25","Rain"
"Mt. Mansfield","2011-10-02","5.09","0.60","Rain"
"Mt. Mansfield","2011-10-03","5.56","0.32","Rain"
"Mt. Mansfield","2011-10-04","4.88","0.20","Rain"
"Mt. Mansfield","2011-10-05","5.38","0.52","Rain"
"Mt. Mansfield","2011-10-13","5.89","0.20","Rain"
"Mt. Mansfield","2011-10-14","5.32","0.25","Rain"
"Mt. Mansfield","2011-10-15","5.49","2.07","Rain"
"Mt. Mansfield","2011-10-17","5.27","0.12","Rain"
"Mt. Mansfield","2011-10-18","5.32","0.33","Mixed"
"Mt. Mansfield","2011-10-20","4.91","0.13","Rain"
"Mt. Mansfield","2011-10-21","4.77","0.17","Rain"
"Mt. Mansfield","2011-10-22","5.05","0.43","Rain"
"Mt. Mansfield","2011-10-25","5.00","0.46","Mixed"
"Mt. Mansfield","2011-11-04","5.75","0.28","Snow"
"Mt. Mansfield","2011-11-11","5.28","0.23","Snow"
"Mt. Mansfield","2011-11-15","5.54","0.30","Rain"
"Mt. Mansfield","2011-11-20","6.01","0.14","Rain"
"Mt. Mansfield","2011-11-23","5.91","0.84","Snow"
"Mt. Mansfield","2011-11-28","5.02","0.13","Rain"
"Mt. Mansfield","2011-11-30","5.44","0.55","Rain"
"Mt. Mansfield","2011-12-02","4.96","0.15","Snow"
"Mt. Mansfield","2011-12-06","4.45","0.42","Rain"
"Mt. Mansfield","2011-12-08","5.32","0.56","Snow"
"Mt. Mansfield","2011-12-15","5.26","0.31","Rain"
"Mt. Mansfield","2011-12-16","5.15","0.67","Mixed"
"Mt. Mansfield","2011-12-17","5.46","0.19","Snow"
"Mt. Mansfield","2011-12-20","5.01","0.25","Snow"
"Mt. Mansfield","2011-12-21","4.98","0.20","Rain"
"Mt. Mansfield","2011-12-22","4.72","0.55","Mixed"
"Mt. Mansfield","2011-12-23","5.07","0.52","Snow"
"Mt. Mansfield","2011-12-25","4.80","0.15","Snow"
"Mt. Mansfield","2011-12-26","4.98","0.30","Snow"
"Mt. Mansfield","2011-12-28","5.02","0.78","Snow"
"Mt. Mansfield","2011-12-31","4.49","0.08","Snow"
"Mt. Mansfield","2008-01-01","4.86","0.60","Snow"
"Mt. Mansfield","2008-01-02","4.52","0.49","Snow"
"Mt. Mansfield","2008-01-09","4.44","0.12","Rain"
"Mt. Mansfield","2008-01-11","5.21","0.72","Snow"
"Mt. Mansfield","2008-01-18","5.24","0.65","Snow"
"Mt. Mansfield","2008-01-23","4.65","0.32","Snow"
"Mt. Mansfield","2008-01-27","4.60","0.09","Snow"
"Mt. Mansfield","2008-01-30","4.59","0.62","Mixed"
"Mt. Mansfield","2008-02-01","5.05","0.50","Snow"
"Mt. Mansfield","2008-02-02","5.14","0.52","Snow"
"Mt. Mansfield","2008-02-03","4.18","0.15","Snow"
"Mt. Mansfield","2008-02-05","4.54","0.32","Mixed"
"Mt. Mansfield","2008-02-06","5.08","0.52","Snow"
"Mt. Mansfield","2008-02-07","4.99","1.34","Snow"
"Mt. Mansfield","2008-02-10","4.55","0.91","Snow"
"Mt. Mansfield","2008-02-11","4.91","0.14","Snow"
"Mt. Mansfield","2008-02-13","4.76","1.14","Snow"
"Mt. Mansfield","2008-02-15","4.98","0.37","Snow"
"Mt. Mansfield","2008-02-18","4.95","0.65","Rain"
"Mt. Mansfield","2008-02-26","5.06","0.22","Snow"
"Mt. Mansfield","2008-02-27","5.11","0.55","Snow"
"Mt. Mansfield","2008-03-01","4.45","0.38","Snow"
"Mt. Mansfield","2008-03-02","4.50","0.24","Snow"
"Mt. Mansfield","2008-03-08","5.26","0.75","Snow"
"Mt. Mansfield","2008-03-09","4.79","1.00","Snow"
"Mt. Mansfield","2008-03-12","4.35","0.25","Snow"
"Mt. Mansfield","2008-03-13","4.38","0.15","Snow"
"Mt. Mansfield","2008-03-16","4.57","0.20","Snow"
"Mt. Mansfield","2008-03-19","4.64","0.62","Mixed"
"Mt. Mansfield","2008-03-20","4.73","2.05","Mixed"
"Mt. Mansfield","2008-03-21","5.35","0.67","Snow"
"Mt. Mansfield","2008-03-28","5.09","0.29","Snow"
"Mt. Mansfield","2008-03-31","5.47","0.39","Snow"
"Mt. Mansfield","2008-04-04","5.07","0.36","Snow"
"Mt. Mansfield","2008-04-12","4.95","1.05","Rain"
"Mt. Mansfield","2008-04-13","5.39","0.13","Mixed"
"Mt. Mansfield","2008-04-24","5.31","0.14","Rain"
"Mt. Mansfield","2008-04-29","5.55","0.93","Mixed"
"Mt. Mansfield","2008-05-03","4.15","0.12","Rain"
"Mt. Mansfield","2008-05-04","5.48","0.22","Rain"
"Mt. Mansfield","2008-05-08","4.61","0.20","Rain"
"Mt. Mansfield","2008-05-15","4.98","0.36","Rain"
"Mt. Mansfield","2008-05-19","4.77","0.96","Snow"
"Mt. Mansfield","2008-05-20","5.83","0.51","Mixed"
"Mt. Mansfield","2008-05-23","6.01","0.15","Rain"
"Mt. Mansfield","2008-05-27","5.15","0.15","Rain"
"Mt. Mansfield","2008-05-31","4.26","0.92","Rain"
"Mt. Mansfield","2008-06-01","5.07","0.10","Rain"
"Mt. Mansfield","2008-06-03","4.73","0.40","Rain"
"Mt. Mansfield","2008-06-04","4.56","0.50","Rain"
"Mt. Mansfield","2008-06-06","5.15","1.13","Rain"
"Mt. Mansfield","2008-06-10","4.78","0.58","Rain"
"Mt. Mansfield","2008-06-11","4.67","1.11","Rain"
"Mt. Mansfield","2008-06-15","4.97","1.25","Rain"
"Mt. Mansfield","2008-06-16","4.67","0.15","Rain"
"Mt. Mansfield","2008-06-23","5.01","1.30","Rain"
"Mt. Mansfield","2008-06-24","5.15","0.79","Rain"
"Mt. Mansfield","2008-06-28","4.56","0.12","Rain"
"Mt. Mansfield","2008-07-03","4.63","0.42","Rain"
"Mt. Mansfield","2008-07-09","4.24","0.37","Rain"
"Mt. Mansfield","2008-07-13","4.27","1.38","Rain"
"Mt. Mansfield","2008-07-14","4.90","1.40","Rain"
"Mt. Mansfield","2008-07-18","4.40","0.62","Rain"
"Mt. Mansfield","2008-07-19","4.26","1.45","Rain"
"Mt. Mansfield","2008-07-20","4.17","0.72","Rain"
"Mt. Mansfield","2008-07-21","4.66","2.30","Rain"
"Mt. Mansfield","2008-07-23","4.76","0.68","Rain"
"Mt. Mansfield","2008-07-24","4.90","1.29","Rain"
"Mt. Mansfield","2008-07-25","4.67","0.67","Rain"
"Mt. Mansfield","2008-07-27","4.33","0.58","Rain"
"Mt. Mansfield","2008-07-31","4.48","0.73","Rain"
"Mt. Mansfield","2008-08-02","5.03","1.19","Rain"
"Mt. Mansfield","2008-08-03","4.96","0.98","Rain"
"Mt. Mansfield","2008-08-04","4.57","0.17","Rain"
"Mt. Mansfield","2008-08-06","5.08","0.64","Rain"
"Mt. Mansfield","2008-08-07","5.49","0.49","Rain"
"Mt. Mansfield","2008-08-08","4.86","0.68","Rain"
"Mt. Mansfield","2008-08-09","5.27","0.72","Rain"
"Mt. Mansfield","2008-08-19","5.28","1.20","Rain"
"Mt. Mansfield","2008-08-25","4.21","0.24","Rain"
"Mt. Mansfield","2008-09-07","5.93","0.56","Rain"
"Mt. Mansfield","2008-09-09","4.42","1.13","Rain"
"Mt. Mansfield","2008-09-13","4.98","0.52","Rain"
"Mt. Mansfield","2008-09-15","5.15","0.50","Rain"
"Mt. Mansfield","2008-09-27","6.36","0.34","Rain"
"Mt. Mansfield","2008-09-28","5.78","0.08","Rain"
"Mt. Mansfield","2008-10-01","4.56","0.85","Rain"
"Mt. Mansfield","2008-10-02","5.04","0.68","Rain"
"Mt. Mansfield","2008-10-03","5.57","0.22","Mixed"
"Mt. Mansfield","2008-10-09","5.01","0.40","Rain"
"Mt. Mansfield","2008-10-16","4.86","0.62","Rain"
"Mt. Mansfield","2008-10-21","4.59","0.26","Mixed"
"Mt. Mansfield","2008-10-22","6.08","0.12","Snow"
"Mt. Mansfield","2008-10-28","4.47","0.24","Rain"
"Mt. Mansfield","2008-10-29","5.59","1.89","Mixed"
"Mt. Mansfield","2008-10-30","5.81","0.37","Snow"
"Mt. Mansfield","2008-11-09","4.57","0.39","Mixed"
"Mt. Mansfield","2008-11-10","5.18","0.90","Snow"
"Mt. Mansfield","2008-11-11","5.14","0.34","Snow"
"Mt. Mansfield","2008-11-15","4.56","0.16","Rain"
"Mt. Mansfield","2008-11-16","4.95","0.42","Rain"
"Mt. Mansfield","2008-11-21","5.96","0.30","Snow"
"Mt. Mansfield","2008-11-22","6.35","0.38","Snow"
"Mt. Mansfield","2008-11-25","5.18","1.10","Snow"
"Mt. Mansfield","2008-11-26","5.29","0.73","Snow"
"Mt. Mansfield","2008-11-27","4.94","0.08","Snow"
"Mt. Mansfield","2008-11-28","4.40","0.05","Snow"
"Mt. Mansfield","2008-11-29","4.95","0.35","Snow"
"Mt. Mansfield","2008-12-01","5.17","0.65","Mixed"
"Mt. Mansfield","2008-12-07","4.54","0.15","Snow"
"Mt. Mansfield","2008-12-09","5.17","0.02","Snow"
"Mt. Mansfield","2008-12-10","4.86","0.85","Snow"
"Mt. Mansfield","2008-12-12","5.27","1.07","Snow"
"Mt. Mansfield","2008-12-17","5.05","0.64","Snow"
"Mt. Mansfield","2008-12-18","4.79","0.20","Snow"
"Mt. Mansfield","2008-12-19","5.13","0.22","Snow"
"Mt. Mansfield","2008-12-20","5.00","0.32","Snow"
"Mt. Mansfield","2008-12-21","4.91","0.42","Snow"
"Mt. Mansfield","2008-12-22","4.99","0.60","Snow"
"Mt. Mansfield","2008-12-23","4.65","0.24","Snow"
"Mt. Mansfield","2008-12-27","4.90","0.53","Rain"
"Mt. Mansfield","2008-12-28","4.75","0.19","Rain"
